id,name,status,updated_date,species,frames_with_fish,number_of_tracks,time_of_day,train_set
848443,Santuit_2024-05-16_05-34-41_500.mp4,completed,2024-08-15T19:02:29.826854Z,River Herring,51,2,dawn,val
848444,Santuit_2024-05-16_05-29-51_747.mp4,completed,2024-08-15T19:06:51.137994Z,River Herring,17,3,dawn,test
848446,Santuit_2024-05-16_05-33-33_499.mp4,completed,2024-08-15T19:17:28.833107Z,River Herring,34,5,dawn,train
848448,Santuit_2024-05-17_05-19-43_180.mp4,completed,2024-08-15T19:25:53.323981Z,River Herring,95,2,night,val
848449,Santuit_2024-05-17_05-06-06_238.mp4,completed,2024-08-15T21:56:53.016749Z,River Herring,14,1,night,train
848450,Santuit_2024-05-18_05-54-08_932.mp4,completed,2024-08-16T15:45:15.931930Z,River Herring,6,1,day,train
848451,Santuit_2024-05-18_05-24-00_374.mp4,completed,2024-08-16T15:43:13.755991Z,River Herring,7,2,dawn,train
848452,Santuit_2024-05-18_05-47-51_499.mp4,completed,2024-08-16T15:49:59.342653Z,River Herring,33,3,dawn,test
848455,Santuit_2024-05-20_05-16-28_088.mp4,completed,2024-08-16T16:37:21.363460Z,River Herring,12,1,night,train
848456,Santuit_2024-05-20_05-22-23_301.mp4,completed,2024-08-16T16:39:09.527925Z,River Herring,10,1,dawn,train
848457,Santuit_2024-05-20_05-05-36_853.mp4,completed,2024-08-16T16:42:19.869205Z,River Herring,16,1,night,train
848458,Santuit_2024-05-22_05-33-20_245.mp4,completed,2024-08-16T16:44:49.082100Z,River Herring,18,1,dawn,train
848459,Santuit_2024-05-22_05-03-23_676.mp4,completed,2024-08-16T16:45:51.221282Z,River Herring,2,1,night,train
848460,Santuit_2024-05-22_05-10-36_518.mp4,completed,2024-08-16T16:53:06.903769Z,River Herring,9,1,night,train
848462,Santuit_2024-05-24_05-42-57_444.mp4,completed,2024-08-16T16:54:53.801064Z,River Herring,8,1,dawn,train
848465,Santuit_2024-05-23_05-00-56_634.mp4,completed,2024-08-16T17:04:16.565546Z,River Herring,32,10,night,train
848466,Santuit_2024-05-23_05-02-21_655.mp4,completed,2024-08-16T17:25:57.015649Z,River Herring,81,16,night,train
848467,Santuit_2024-05-23_05-50-48_487.mp4,completed,2024-08-16T18:16:15.974264Z,River Herring,6,1,day,test
848468,Santuit_2024-05-24_05-11-12_871.mp4,completed,2024-08-16T18:27:37.017640Z,River Herring,58,9,night,val
848470,Santuit_2024-05-27_05-19-16_809.mp4,completed,2024-08-16T18:36:25.230403Z,River Herring,54,6,dawn,val
848471,Santuit_2024-05-26_05-05-10_710.mp4,completed,2024-08-16T20:07:18.209997Z,River Herring,6,1,night,train
848473,Santuit_2024-05-26_05-11-14_808.mp4,completed,2024-08-16T22:50:25.776510Z,River Herring,30,1,night,train
848475,Santuit_2024-05-26_05-11-28_889.mp4,completed,2024-08-16T22:53:37.313575Z,River Herring,23,1,night,train
848476,Santuit_2024-05-27_05-11-05_976.mp4,completed,2024-08-18T04:30:03.276823Z,River Herring,46,4,night,train
848478,Santuit_2024-05-27_05-15-30_913.mp4,completed,2024-08-17T06:16:01.868072Z,River Herring,8,1,dawn,train
848479,Santuit_2024-05-29_05-41-32_970.mp4,completed,2024-08-17T06:21:26.811333Z,River Herring,10,1,day,train
848480,Santuit_2024-05-28_05-01-42_985.mp4,completed,2024-08-17T06:25:37.129956Z,River Herring,21,2,night,train
848482,Santuit_2024-05-28_05-06-52_429.mp4,completed,2024-08-17T06:29:40.011127Z,River Herring,24,3,night,test
848483,Santuit_2024-05-28_05-12-37_242.mp4,completed,2024-08-19T05:15:45.268593Z,River Herring,53,5,dawn,train
848486,Santuit_2024-04-21_04-27-13_381.mp4,completed,2024-08-17T06:33:30.066273Z,River Herring,10,1,night,test
848487,Santuit_2024-04-22_02-27-10_097.mp4,completed,2024-08-18T04:22:45.274267Z,River Herring,42,5,night,train
848488,Santuit_2024-04-22_02-01-23_635.mp4,completed,2024-08-17T06:36:32.037521Z,River Herring,17,1,night,train
848490,Santuit_2024-04-22_02-07-53_720.mp4,completed,2024-08-17T06:39:53.087246Z,River Herring,9,1,night,val
848491,Santuit_2024-04-23_05-36-07_473.mp4,completed,2024-08-17T06:46:31.960529Z,River Herring,44,4,night,train
848492,Santuit_2024-04-23_05-28-10_882.mp4,completed,2024-08-17T06:49:29.521941Z,River Herring,4,1,night,train
848494,Santuit_2024-04-24_05-41-13_587.mp4,completed,2024-08-17T06:52:40.305665Z,River Herring,24,1,night,train
848495,Santuit_2024-04-24_05-28-24_183.mp4,completed,2024-08-17T06:56:10.686728Z,River Herring,14,1,night,val
848496,Santuit_2024-04-24_05-32-14_584.mp4,completed,2024-08-17T06:59:36.176330Z,River Herring,16,2,night,train
848497,Santuit_2024-04-25_05-27-41_136.mp4,completed,2024-08-17T07:03:17.284771Z,River Herring,18,2,night,train
848498,Santuit_2024-04-25_05-19-06_594.mp4,completed,2024-08-19T04:55:27.839547Z,River Herring,29,2,night,train
848499,Santuit_2024-04-26_05-57-09_277.mp4,completed,2024-08-19T05:01:13.622687Z,River Herring,37,4,dawn,train
848500,Santuit_2024-04-26_05-23-55_314.mp4,completed,2024-08-19T05:04:09.877233Z,River Herring,19,1,night,train
848501,Santuit_2024-04-26_05-28-31_043.mp4,completed,2024-08-15T05:38:46.435638Z,River Herring,17,2,night,test
848502,Santuit_2024-04-27_05-31-49_161.mp4,completed,2024-08-19T05:06:03.958412Z,River Herring,10,1,night,train
848503,Santuit_2024-04-27_05-23-45_567.mp4,completed,2024-08-19T05:07:39.052191Z,River Herring,5,1,night,train
848505,Santuit_2024-04-28_05-34-21_572.mp4,completed,2024-08-19T05:23:33.305145Z,River Herring,72,1,night,train
848506,Santuit_2024-04-18_07-48-20_617.mp4,completed,2024-08-19T15:38:10.793651Z,River Herring,96,6,day,train
848509,Santuit_2024-04-20_05-54-00_938.mp4,completed,2024-08-19T19:35:52.211597Z,River Herring,34,1,night,train
848510,Santuit_2024-04-20_05-42-30_606.mp4,completed,2024-08-19T15:45:31.474020Z,River Herring,27,3,night,train
848511,Santuit_2024-04-20_05-43-07_775.mp4,completed,2024-08-19T15:39:06.483187Z,River Herring,16,1,night,train
848513,Santuit_2024-04-21_04-57-46_950.mp4,completed,2024-08-19T15:39:52.452915Z,River Herring,65,2,night,test
857654,Santuit_2024-04-20_13-27-45_254.mp4,completed,2024-08-19T16:36:29.096097Z,River Herring,8,1,day,train
857655,Santuit_2024-04-20_13-00-41_273.mp4,completed,2024-08-19T16:34:55.754790Z,River Herring,6,1,day,train
857656,Santuit_2024-04-20_07-54-40_965.mp4,completed,2024-08-19T23:47:27.922305Z,River Herring,7,1,day,train
857657,Santuit_2024-04-20_07-15-20_222.mp4,completed,2024-08-19T23:46:02.341908Z,River Herring,7,1,day,train
857658,Santuit_2024-04-19_23-19-41_292.mp4,completed,2024-08-19T23:43:15.395792Z,River Herring,16,1,night,train
857659,Santuit_2024-04-19_23-06-45_819.mp4,completed,2024-08-19T23:40:58.286948Z,River Herring,4,1,night,test
857662,Santuit_2024-04-19_17-21-18_293.mp4,completed,2024-08-19T23:49:02.834120Z,River Herring,8,1,day,train
857663,Santuit_2024-04-19_17-07-27_491.mp4,completed,2024-08-19T23:55:12.861700Z,River Herring,8,1,day,train
857664,Santuit_2024-04-19_11-21-29_145.mp4,completed,2024-08-19T23:44:38.066600Z,River Herring,7,1,day,train
857665,Santuit_2024-04-19_11-04-07_865.mp4,completed,2024-08-19T23:39:19.042801Z,River Herring,7,1,day,test
857666,Santuit_2024-04-18_23-33-52_901.mp4,completed,2024-08-20T01:43:54.595597Z,River Herring,14,1,night,test
857667,Santuit_2024-04-18_23-16-07_730.mp4,completed,2024-08-20T01:45:34.234396Z,River Herring,10,1,night,train
857669,Santuit_2024-04-18_07-42-32_071.mp4,completed,2024-08-21T16:56:15.160480Z,River Herring,33,3,day,train
857670,Santuit_2024-04-18_07-37-21_796.mp4,completed,2024-08-19T01:43:19.706788Z,River Herring,7,1,day,train
857671,Santuit_2024-04-17_12-33-50_926.mp4,completed,2024-08-20T23:03:36.799905Z,River Herring,10,1,day,train
857672,Santuit_2024-04-17_12-33-33_984.mp4,completed,2024-08-19T19:57:51.281909Z,River Herring,24,1,day,train
857673,Santuit_2024-04-17_12-32-01_691.mp4,completed,2024-08-19T19:54:45.940344Z,River Herring,7,1,day,train
857674,Santuit_2024-04-24_15-43-13_401.mp4,completed,2024-08-20T23:15:23.028150Z,River Herring,64,8,day,train
857675,Santuit_2024-04-24_15-34-25_242.mp4,completed,2024-08-20T03:19:30.410139Z,River Herring,119,16,day,train
857676,Santuit_2024-04-24_15-33-39_667.mp4,completed,2024-08-19T19:48:42.160869Z,River Herring,64,4,day,train
857677,Santuit_2024-04-24_15-28-32_647.mp4,completed,2024-08-20T20:13:40.320434Z,River Herring,64,11,day,val
857678,Santuit_2024-04-24_15-23-51_919.mp4,completed,2024-08-20T21:02:09.564626Z,River Herring,124,18,day,test
857680,Santuit_2024-04-24_15-01-55_225.mp4,completed,2024-08-26T04:59:41.253121Z,River Herring,102,17,day,train
857681,Santuit_2024-04-24_10-35-38_422.mp4,completed,2024-08-26T00:52:58.925605Z,River Herring,104,11,day,test
857683,Santuit_2024-04-24_10-28-47_554.mp4,completed,2024-08-26T00:11:39.660949Z,River Herring,30,6,day,train
857685,Santuit_2024-04-24_10-23-43_858.mp4,completed,2024-08-23T21:38:22.852834Z,"Eel, River Herring",49,9,day,train
857686,Santuit_2024-04-24_10-17-49_178.mp4,completed,2024-08-23T19:35:14.682536Z,River Herring,55,8,day,train
857689,Santuit_2024-04-24_10-04-08_711.mp4,completed,2024-08-23T17:47:11.226288Z,River Herring,18,3,day,train
857692,Santuit_2024-04-24_10-00-31_632.mp4,completed,2024-08-23T17:44:13.989604Z,River Herring,88,16,day,train
857693,Santuit_2024-04-24_10-00-26_627.mp4,completed,2024-08-21T17:52:34.365720Z,River Herring,75,17,day,train
857694,Santuit_2024-04-24_10-00-15_683.mp4,completed,2024-08-23T18:07:57.204313Z,River Herring,72,12,day,val
857695,Santuit_2024-04-24_02-49-56_520.mp4,completed,2024-08-21T17:54:48.515534Z,River Herring,16,1,night,train
857696,Santuit_2024-04-24_02-15-07_386.mp4,completed,2024-08-21T18:33:26.458376Z,River Herring,12,1,night,train
857697,Santuit_2024-04-24_02-04-05_152.mp4,completed,2024-08-21T18:36:10.891090Z,River Herring,24,1,night,train
857698,Santuit_2024-04-24_02-01-42_148.mp4,completed,2024-08-21T18:39:20.500710Z,River Herring,30,1,night,train
857699,Santuit_2024-04-24_02-00-22_539.mp4,completed,2024-08-22T18:37:47.738649Z,River Herring,17,3,night,train
857700,Santuit_2024-04-23_15-43-15_236.mp4,completed,2024-08-22T21:13:08.188403Z,River Herring,27,1,day,train
857701,Santuit_2024-04-23_15-32-05_132.mp4,completed,2024-08-22T21:16:47.156927Z,River Herring,7,1,day,train
857702,Santuit_2024-04-23_15-15-37_060.mp4,completed,2024-08-22T21:18:21.246746Z,River Herring,9,1,day,val
857703,Santuit_2024-04-23_15-06-44_420.mp4,completed,2024-08-22T21:20:42.393795Z,River Herring,9,2,day,train
857704,Santuit_2024-04-23_15-00-07_376.mp4,completed,2024-08-22T21:30:37.870193Z,River Herring,57,4,day,train
857705,Santuit_2024-04-23_12-48-06_448.mp4,completed,2024-08-22T21:31:45.905190Z,River Herring,6,1,day,train
857706,Santuit_2024-04-23_12-22-24_038.mp4,completed,2024-08-27T17:55:50.860294Z,River Herring,8,1,day,train
857707,Santuit_2024-04-23_12-02-12_078.mp4,completed,2024-08-27T17:54:20.640919Z,River Herring,5,1,day,val
857708,Santuit_2024-04-22_04-48-17_778.mp4,completed,2024-08-27T17:53:13.582763Z,River Herring,12,1,night,train
857709,Santuit_2024-04-22_04-42-42_500.mp4,completed,2024-08-27T17:51:12.837264Z,River Herring,9,1,night,train
857710,Santuit_2024-04-22_04-08-05_762.mp4,completed,2024-08-27T17:49:04.237442Z,River Herring,46,2,night,test
857711,Santuit_2024-04-21_16-41-37_657.mp4,completed,2024-08-26T22:47:57.426417Z,River Herring,27,3,day,train
857712,Santuit_2024-04-21_16-31-11_215.mp4,completed,2024-08-26T22:43:59.354805Z,River Herring,54,3,day,train
857713,Santuit_2024-04-21_16-21-08_702.mp4,completed,2024-08-26T22:38:32.574460Z,River Herring,23,2,day,train
857714,Santuit_2024-04-21_16-16-23_127.mp4,completed,2024-08-26T22:59:33.568320Z,River Herring,116,6,day,train
857715,Santuit_2024-04-21_16-14-30_124.mp4,completed,2024-08-27T18:05:46.227830Z,River Herring,80,6,day,train
857716,Santuit_2024-04-21_16-05-39_568.mp4,completed,2024-09-01T13:28:04.617317Z,River Herring,107,8,day,test
857717,Santuit_2024-04-21_16-00-58_271.mp4,completed,2024-09-01T13:44:40.534900Z,River Herring,54,3,day,train
857718,Santuit_2024-04-21_08-36-19_236.mp4,completed,2024-09-01T14:18:47.685507Z,River Herring,62,2,day,train
857719,Santuit_2024-04-21_08-29-11_431.mp4,completed,2024-09-02T22:05:04.974640Z,River Herring,61,5,day,train
857721,Santuit_2024-04-21_08-08-30_583.mp4,completed,2024-09-02T21:53:16.372989Z,River Herring,138,6,day,train
857722,Santuit_2024-04-21_08-02-09_849.mp4,completed,2024-09-01T23:48:32.455168Z,River Herring,73,4,day,train
857723,Santuit_2024-04-21_12-09-41_106.mp4,completed,2024-08-29T19:42:17.990243Z,River Herring,7,1,day,train
857724,Santuit_2024-04-21_12-03-57_919.mp4,completed,2024-08-29T19:39:12.778754Z,River Herring,7,1,day,val
857725,Santuit_2024-04-21_02-36-49_927.mp4,completed,2024-08-29T14:57:17.649489Z,River Herring,3,1,night,train
857726,Santuit_2024-04-21_02-33-27_064.mp4,completed,2024-08-29T14:54:26.277572Z,River Herring,3,1,night,test
873055,Santuit_2024-05-29_20-16-00_187.mp4,completed,2024-08-29T15:15:12.271935Z,River Herring,48,8,night,train
873056,Santuit_2024-05-29_20-15-50_044.mp4,completed,2024-09-04T18:33:25.443845Z,River Herring,26,3,night,train
873057,Santuit_2024-05-29_20-15-30_959.mp4,completed,2024-09-05T15:06:27.917266Z,River Herring,29,9,night,train
873062,Santuit_2024-05-25_04-35-22_014.mp4,completed,2024-09-05T15:41:05.808283Z,River Herring,10,1,night,val
873063,Santuit_2024-05-25_04-31-13_961.mp4,completed,2024-09-05T15:39:28.908306Z,River Herring,20,2,night,train
873064,Santuit_2024-05-25_04-30-23_376.mp4,completed,2024-09-05T15:36:16.305536Z,River Herring,7,1,night,train
873065,Santuit_2024-05-25_04-25-22_002.mp4,completed,2024-09-05T15:29:32.367848Z,River Herring,6,1,night,train
873066,Santuit_2024-05-25_04-22-37_568.mp4,completed,2024-09-05T15:28:04.593392Z,River Herring,21,3,night,train
873067,Santuit_2024-05-25_04-22-29_493.mp4,completed,2024-09-05T15:24:33.841881Z,River Herring,13,3,night,train
873058,Santuit_2024-05-29_20-13-17_497.mp4,completed,2024-09-12T17:17:57.567991Z,River Herring,41,8,night,val
873059,Santuit_2024-05-29_20-13-09_356.mp4,completed,2024-09-12T17:09:56.158111Z,River Herring,26,6,night,train
873060,Santuit_2024-05-25_04-58-41_308.mp4,completed,2024-09-12T17:21:38.731854Z,River Herring,18,3,night,test
873061,Santuit_2024-05-25_04-57-34_973.mp4,completed,2024-09-12T17:28:28.384824Z,River Herring,50,5,night,train
873068,Santuit_2024-05-25_04-20-27_502.mp4,completed,2024-09-12T17:58:14.845246Z,River Herring,4,1,night,train
873069,Santuit_2024-04-25_00-44-21_077.mp4,completed,2024-09-12T17:59:39.222876Z,River Herring,4,1,night,train
873070,Santuit_2024-04-25_00-03-26_284.mp4,completed,2024-09-13T00:07:57.086792Z,River Herring,4,1,night,train
873071,Santuit_2024-05-29_20-50-17_105.mp4,completed,2024-09-13T13:07:40.598211Z,River Herring,5,1,night,test
873072,Santuit_2024-05-29_20-50-08_897.mp4,completed,2024-09-13T20:32:21.211756Z,River Herring,8,1,night,train
873073,Santuit_2024-05-29_20-23-28_887.mp4,completed,2024-09-13T20:37:50.189714Z,River Herring,36,3,night,train
873074,Santuit_2024-05-29_20-22-13_814.mp4,completed,2024-09-16T01:23:06.649420Z,River Herring,18,1,night,train
873075,Santuit_2024-05-29_20-19-45_338.mp4,completed,2024-09-16T01:29:53.179877Z,River Herring,41,4,night,train
873076,Santuit_2024-05-29_20-16-33_620.mp4,completed,2024-09-16T02:00:22.054724Z,River Herring,32,4,night,train
873077,Santuit_2024-05-29_20-56-15_651.mp4,completed,2024-09-16T02:15:16.363996Z,River Herring,17,1,night,train
898115,Santuit_2024-04-21_09-46-03_325.mp4,completed,2024-09-16T02:17:18.299994Z,River Herring,12,1,day,train
898116,Santuit_2024-04-21_09-43-59_452.mp4,completed,2024-09-16T02:20:44.998718Z,River Herring,18,4,day,test
898117,Santuit_2024-04-21_09-38-38_790.mp4,completed,2024-09-16T02:22:39.015094Z,River Herring,9,1,day,test
898119,Santuit_2024-04-21_09-32-53_523.mp4,completed,2024-09-16T02:30:21.495387Z,River Herring,55,3,day,train
898120,Santuit_2024-04-21_09-31-46_350.mp4,completed,2024-09-16T02:54:54.888515Z,River Herring,77,6,day,train
898121,Santuit_2024-04-21_09-31-29_739.mp4,completed,2024-09-16T02:59:25.257120Z,River Herring,35,3,day,train
898122,Santuit_2024-04-21_09-14-51_267.mp4,completed,2024-09-16T13:25:35.465123Z,River Herring,16,1,day,train
898124,Santuit_2024-04-21_09-11-20_120.mp4,completed,2024-09-16T13:27:41.511067Z,River Herring,11,1,day,train
898125,Santuit_2024-04-21_09-09-58_533.mp4,completed,2024-09-16T13:29:35.220551Z,River Herring,10,1,day,train
898126,Santuit_2024-04-21_09-09-21_089.mp4,completed,2024-09-16T13:33:11.554574Z,River Herring,26,1,day,train
898127,Santuit_2024-04-21_09-02-06_126.mp4,completed,2024-09-16T13:34:57.822830Z,River Herring,5,1,day,train
898128,Santuit_2024-04-20_09-34-38_506.mp4,completed,2024-09-16T13:37:53.147907Z,River Herring,15,1,day,train
898129,Santuit_2024-04-20_09-34-21_756.mp4,completed,2024-09-16T13:40:49.850049Z,River Herring,14,1,day,train
898131,Santuit_2024-04-20_09-25-52_049.mp4,completed,2024-09-16T13:42:10.980474Z,River Herring,6,1,day,train
898133,Santuit_2024-04-20_09-06-15_946.mp4,completed,2024-09-16T13:43:38.877712Z,River Herring,7,1,day,val
898134,Santuit_2024-04-20_09-01-40_272.mp4,completed,2024-09-16T13:50:52.359640Z,River Herring,9,2,day,train
898135,Santuit_2024-04-19_09-53-24_338.mp4,completed,2024-09-16T14:02:43.443544Z,River Herring,6,1,day,train
898137,Santuit_2024-04-19_09-42-19_624.mp4,completed,2024-09-16T14:04:20.362380Z,River Herring,10,1,day,train
898139,Santuit_2024-04-19_09-36-40_670.mp4,completed,2024-09-16T14:05:57.962372Z,River Herring,9,1,day,train
898141,Santuit_2024-04-19_09-31-58_753.mp4,completed,2024-09-16T14:13:00.399126Z,River Herring,51,2,day,train
898143,Santuit_2024-04-19_09-31-23_705.mp4,completed,2024-09-16T14:14:43.368128Z,River Herring,3,2,day,val
898145,Santuit_2024-04-19_09-23-43_016.mp4,completed,2024-09-16T14:16:16.805637Z,River Herring,9,1,day,test
898146,Santuit_2024-04-19_09-22-33_320.mp4,completed,2024-09-16T14:17:39.010240Z,River Herring,7,1,day,train
898147,Santuit_2024-04-19_09-21-58_605.mp4,completed,2024-09-16T14:20:36.826774Z,River Herring,9,1,day,val
898148,Santuit_2024-05-02_09-09-52_619.mp4,completed,2024-09-16T14:34:05.964648Z,River Herring,64,13,day,train
898149,Santuit_2024-05-02_09-06-17_543.mp4,completed,2024-09-16T15:04:57.681809Z,River Herring,72,19,day,train
898150,Santuit_2024-05-02_09-02-54_078.mp4,completed,2024-09-17T14:37:10.911766Z,River Herring,87,21,day,train
898151,Santuit_2024-05-02_09-02-31_923.mp4,completed,2024-09-17T14:42:38.043966Z,River Herring,38,4,day,train
898170,Santuit_2024-04-29_10-40-48_677.mp4,completed,2024-09-20T12:25:06.407525Z,River Herring,77,5,day,train
898172,Santuit_2024-04-29_10-38-53_832.mp4,completed,2024-09-20T12:35:02.331125Z,River Herring,61,11,day,val
898173,Santuit_2024-04-29_10-19-37_974.mp4,completed,2024-09-20T12:52:22.690151Z,River Herring,85,12,day,train
898174,Santuit_2024-04-29_10-19-20_891.mp4,completed,2024-09-23T13:31:37.924329Z,River Herring,31,3,day,train
898182,Santuit_2024-04-29_10-07-07_912.mp4,completed,2024-09-19T16:11:34.986553Z,River Herring,85,14,day,train
898183,Santuit_2024-04-29_10-06-50_294.mp4,completed,2024-09-19T16:20:53.574239Z,River Herring,83,8,day,train
898184,Santuit_2024-04-28_09-31-16_144.mp4,completed,2024-09-20T00:12:23.525886Z,River Herring,17,1,day,train
898185,Santuit_2024-04-28_09-28-37_559.mp4,completed,2024-09-20T00:13:32.713131Z,River Herring,5,1,day,train
898186,Santuit_2024-04-28_09-22-31_712.mp4,completed,2024-09-20T00:14:57.241390Z,River Herring,8,1,day,train
898187,Santuit_2024-04-28_09-16-19_055.mp4,completed,2024-09-20T00:16:23.174283Z,River Herring,9,1,day,val
898188,Santuit_2024-04-28_09-12-26_954.mp4,completed,2024-09-20T00:17:57.954007Z,River Herring,9,2,day,train
898189,Santuit_2024-04-28_09-08-43_132.mp4,completed,2024-09-20T00:19:43.832294Z,River Herring,14,1,day,train
898190,Santuit_2024-04-28_09-07-41_835.mp4,completed,2024-09-20T00:20:42.241850Z,River Herring,4,1,day,train
898191,Santuit_2024-04-28_09-02-28_271.mp4,completed,2024-09-20T00:21:41.636843Z,River Herring,6,1,day,train
898192,Santuit_2024-04-27_09-47-45_484.mp4,completed,2024-09-18T13:53:58.802785Z,River Herring,4,1,day,train
898193,Santuit_2024-04-27_09-35-23_094.mp4,completed,2024-09-18T13:52:41.810441Z,River Herring,13,1,day,train
898194,Santuit_2024-04-27_09-29-34_154.mp4,completed,2024-09-18T13:50:45.451468Z,River Herring,26,4,day,train
898195,Santuit_2024-04-27_09-26-55_532.mp4,completed,2024-09-18T13:46:42.471679Z,River Herring,10,1,day,train
898196,Santuit_2024-04-27_09-26-30_174.mp4,completed,2024-09-18T13:40:37.632824Z,River Herring,9,1,day,train
898197,Santuit_2024-04-27_09-26-22_033.mp4,completed,2024-09-18T13:39:10.156412Z,River Herring,13,1,day,train
898198,Santuit_2024-04-27_09-15-03_705.mp4,completed,2024-09-18T13:36:59.768923Z,River Herring,5,1,day,train
898199,Santuit_2024-04-27_09-14-47_156.mp4,completed,2024-09-18T13:35:30.656967Z,River Herring,4,1,day,train
898200,Santuit_2024-04-27_09-06-04_780.mp4,completed,2024-09-17T19:00:23.091803Z,River Herring,5,1,day,train
898201,Santuit_2024-04-26_10-53-33_911.mp4,completed,2024-09-17T18:59:09.987760Z,River Herring,8,1,day,test
898202,Santuit_2024-04-26_10-44-05_626.mp4,completed,2024-09-17T18:16:11.210121Z,River Herring,8,2,day,val
898203,Santuit_2024-04-26_10-37-53_198.mp4,completed,2024-09-17T18:18:54.963435Z,River Herring,21,3,day,train
898204,Santuit_2024-04-26_10-33-13_927.mp4,completed,2024-09-17T18:13:10.652469Z,River Herring,8,1,day,train
898205,Santuit_2024-04-26_10-25-27_474.mp4,completed,2024-09-17T18:57:33.956173Z,River Herring,17,2,day,train
898206,Santuit_2024-04-26_10-24-54_976.mp4,completed,2024-09-17T18:11:14.479462Z,River Herring,10,3,day,train
898207,Santuit_2024-04-26_10-24-50_038.mp4,completed,2024-09-17T18:37:04.841707Z,River Herring,14,2,day,train
898208,Santuit_2024-04-26_10-22-22_094.mp4,completed,2024-09-17T18:08:42.315663Z,River Herring,4,1,day,train
898209,Santuit_2024-04-26_10-16-28_951.mp4,completed,2024-09-17T18:07:17.134276Z,River Herring,8,1,day,train
